"","x"
"1048","MA_10427927g0010"
"1049","MA_10428447g0010"
"1050","MA_56386g0010"
"1051","MA_59925g0010"
"1052","MA_10427800g0020"
"1053","MA_10436199g0010"
"1054","MA_14020g0030"
"1055","MA_10436912g0010"
"1056","MA_29426g0010"
"1057","MA_122993g0010"
"1058","MA_76549g0010"
"1059","MA_925g0010"
"1060","MA_497913g0010"
"1061","MA_403012g0010"
"1062","MA_10426324g0010"
"1063","MA_220550g0010"
"1064","MA_81237g0010"
"1065","MA_466251g0010"
"1066","MA_9244g0010"
"1067","MA_10435143g0010"
"1068","MA_115621g0010"
"1069","MA_9973g0010"
"1070","MA_81780g0010"
"1071","MA_45528g0010"
"1072","MA_10436725g0010"
"1073","MA_10426491g0010"
"1074","MA_42938g0010"
"1075","MA_366340g0010"
"1076","MA_19131g0010"
"1077","MA_206473g0010"
"1078","MA_10435545g0020"
"1079","MA_10435917g0020"
"1080","MA_51861g0010"
"1081","MA_10431748g0020"
"1082","MA_19538g0010"
"1083","MA_101556g0010"
"1084","MA_352945g0010"
"1085","MA_470517g0020"
"1086","MA_9065834g0010"
"1087","MA_138441g0010"
"1088","MA_183353g0010"
"1089","MA_55585g0010"
"1090","MA_10288271g0010"
"1091","MA_598063g0010"
"1092","MA_16920g0010"
"1093","MA_193904g0010"
"1094","MA_457405g0010"
"1095","MA_10274g0010"
"1096","MA_134695g0010"
"1097","MA_293420g0010"
"1098","MA_9719g0010"
"1099","MA_10435999g0020"
"1100","MA_803464g0010"
"1101","MA_10427905g0010"
"1102","MA_90848g0020"
"1103","MA_10432442g0010"
"1104","MA_84563g0010"
"1105","MA_10428491g0020"
"1106","MA_483085g0010"
"1107","MA_20372g0020"
"1108","MA_10437227g0020"
"1109","MA_158316g0010"
"1110","MA_9866110g0010"
"1111","MA_10433732g0010"
"1112","MA_29161g0010"
"1113","MA_72728g0010"
"1114","MA_129542g0010"
"1115","MA_110853g0010"
"1116","MA_10431543g0010"
"1117","MA_170409g0010"
"1118","MA_10433311g0010"
"1119","MA_622g0020"
"1120","MA_30572g0010"
"1121","MA_10426814g0010"
"1122","MA_10434999g0010"
"1123","MA_59157g0010"
"1124","MA_43044g0010"
"1125","MA_7618g0010"
"1126","MA_10432098g0010"
"1127","MA_139905g0010"
"1128","MA_14281g0010"
"1129","MA_62909g0010"
"1130","MA_10187960g0010"
"1131","MA_10430352g0010"
"1132","MA_5737022g0010"
"1133","MA_579499g0010"
"1134","MA_280898g0010"
"1135","MA_39207g0010"
"1136","MA_377460g0010"
"1137","MA_10431122g0020"
"1138","MA_104806g0010"
"1139","MA_18049g0010"
"1140","MA_56213g0010"
"1141","MA_8643g0010"
"1142","MA_10436016g0010"
"1143","MA_10254376g0010"
"1144","MA_17088g0010"
"1145","MA_9130g0020"
"1146","MA_339398g0010"
"1147","MA_286258g0010"
"1148","MA_208967g0010"
"1149","MA_80358g0010"
"1150","MA_865g0010"
"1151","MA_10426496g0010"
"1152","MA_256397g0010"
"1153","MA_10430292g0010"
"1154","MA_35798g0010"
"1155","MA_7609420g0010"
"1156","MA_10097865g0010"
"1157","MA_1106731g0010"
"1158","MA_164918g0010"
"1159","MA_49755g0010"
"1160","MA_83318g0010"
"1161","MA_256184g0010"
"1162","MA_10433480g0010"
"1163","MA_855574g0010"
"1164","MA_107543g0010"
"1165","MA_10436750g0010"
"1166","MA_41021g0010"
"1167","MA_28235g0010"
"1168","MA_10436862g0010"
"1169","MA_10432938g0020"
"1170","MA_8147g0020"
"1171","MA_182721g0010"
"1172","MA_45640g0010"
"1173","MA_141466g0010"
"1174","MA_243667g0010"
"1175","MA_836682g0010"
"1176","MA_32823g0010"
"1177","MA_102106g0010"
"1178","MA_10426818g0010"
"1179","MA_124049g0020"
"1180","MA_161013g0010"
"1181","MA_16336g0010"
"1182","MA_259175g0010"
"1183","MA_6931g0010"
"1184","MA_10427346g0010"
"1185","MA_442130g0010"
"1186","MA_6119g0010"
"1187","MA_10426786g0010"
"1188","MA_10435613g0010"
"1189","MA_959195g0010"
"1190","MA_161697g0010"
"1191","MA_10427399g0010"
"1192","MA_140410g0010"
"1193","MA_10434266g0010"
"1194","MA_58239g0010"
"1195","MA_10193025g0010"
"1196","MA_10427592g0020"
"1197","MA_10426590g0010"
"1198","MA_10427344g0010"
"1199","MA_314812g0010"
"1200","MA_10427039g0010"
"1201","MA_10430235g0010"
"1202","MA_132127g0010"
"1203","MA_245557g0010"
"1204","MA_10430633g0010"
"1205","MA_225419g0010"
"1206","MA_10430182g0010"
"1207","MA_10433746g0010"
"1208","MA_313447g0010"
"1209","MA_8482615g0010"
"1210","MA_69583g0010"
"1211","MA_23766g0010"
"1212","MA_10437232g0010"
"1213","MA_8667478g0010"
"1214","MA_10436984g0020"
"1215","MA_4535g0010"
"1216","MA_10437129g0010"
"1217","MA_1896g0010"
"1218","MA_19106g0010"
"1219","MA_76402g0010"
"1220","MA_7862055g0010"
"1221","MA_8986g0010"
"1222","MA_10116475g0010"
"1223","MA_10428948g0010"
"1224","MA_10429553g0010"
"1225","MA_22510g0010"
"1226","MA_42108g0010"
"1227","MA_90790g0010"
"1228","MA_365544g0010"
"1229","MA_10428291g0010"
"1230","MA_10435597g0010"
"1231","MA_6505g0010"
"1232","MA_132962g0010"
"1233","MA_898626g0010"
"1234","MA_10427976g0010"
"1235","MA_118465g0010"
"1236","MA_10429959g0010"
"1237","MA_3443g0010"
"1238","MA_46367g0010"
"1239","MA_178479g0010"
"1240","MA_10428218g0010"
"1241","MA_10186551g0010"
"1242","MA_493955g0010"
"1243","MA_44083g0010"
"1244","MA_10432860g0010"
"1245","MA_10434001g0010"
"1246","MA_10436012g0010"
"1247","MA_664672g0010"
"1248","MA_14736g0050"
"1249","MA_391257g0010"
"1250","MA_80193g0010"
"1251","MA_22140g0010"
"1252","MA_738434g0010"
"1253","MA_415650g0010"
"1254","MA_274000g0010"
"1255","MA_589691g0010"
"1256","MA_59421g0010"
"1257","MA_754688g0010"
"1258","MA_10432646g0010"
"1259","MA_12995g0010"
"1260","MA_101266g0010"
"1261","MA_52903g0010"
"1262","MA_83750g0010"
"1263","MA_10433448g0010"
"1264","MA_43325g0010"
"1265","MA_35841g0010"
"1266","MA_69695g0010"
"1267","MA_10430199g0010"
"1268","MA_168573g0010"
"1269","MA_10433619g0010"
"1270","MA_10426777g0010"
"1271","MA_11267g0020"
"1272","MA_138328g0010"
"1273","MA_31797g0010"
"1274","MA_391909g0010"
"1275","MA_99736g0010"
"1276","MA_9138363g0010"
"1277","MA_10432925g0010"
"1278","MA_10433249g0010"
"1279","MA_187459g0010"
"1280","MA_10431424g0020"
"1281","MA_7745471g0010"
"1282","MA_10435124g0010"
"1283","MA_10430720g0010"
"1284","MA_10280323g0010"
"1285","MA_173921g0010"
"1286","MA_10436690g0010"
"1287","MA_6887994g0010"
"1288","MA_396327g0010"
"1289","MA_10199026g0010"
"1290","MA_174857g0010"
"1291","MA_6785g0020"
"1292","MA_3726g0010"
"1293","MA_96110g0010"
"1294","MA_18169g0010"
"1295","MA_58982g0010"
"1296","MA_9246g0010"
"1297","MA_10426389g0020"
"1298","MA_95656g0010"
"1299","MA_492452g0010"
"1300","MA_3139g0010"
"1301","MA_101145g0010"
"1302","MA_10436532g0010"
"1303","MA_275115g0010"
"1304","MA_6668g0010"
"1305","MA_10429544g0010"
"1306","MA_10433417g0010"
"1307","MA_10431453g0010"
"1308","MA_198018g0010"
"1309","MA_10431537g0010"
"1310","MA_107g0010"
"1311","MA_158699g0010"
"1312","MA_101370g0010"
"1313","MA_10426436g0010"
"1314","MA_10437267g0010"
"1315","MA_22128g0010"
"1316","MA_123133g0010"
"1317","MA_10436138g0010"
"1318","MA_20764g0010"
"1319","MA_947959g0010"
"1320","MA_10427055g0010"
"1321","MA_242725g0010"
"1322","MA_3498719g0010"
"1323","MA_48873g0010"
"1324","MA_177883g0010"
"1325","MA_5257g0010"
"1326","MA_105916g0010"
"1327","MA_70931g0020"
"1328","MA_10068901g0010"
"1329","MA_379011g0010"
"1330","MA_5428g0020"
"1331","MA_10426053g0010"
"1332","MA_81341g0010"
"1333","MA_10428711g0010"
"1334","MA_91617g0010"
"1335","MA_6738g0020"
"1336","MA_100871g0010"
"1337","MA_2637g0010"
"1338","MA_10019946g0010"
"1339","MA_888237g0010"
"1340","MA_340899g0010"
"1341","MA_10280046g0010"
"1342","MA_64997g0010"
"1343","MA_10433021g0010"
"1344","MA_94570g0010"
"1345","MA_19332g0010"
"1346","MA_121617g0010"
"1347","MA_88917g0010"
"1348","MA_10433797g0010"
"1349","MA_3228g0010"
"1350","MA_10426517g0010"
"1351","MA_773806g0010"
"1352","MA_103581g0010"
"1353","MA_94884g0010"
"1354","MA_10431500g0010"
"1355","MA_158513g0010"
"1356","MA_24593g0010"
"1357","MA_629244g0010"
"1358","MA_54753g0010"
"1359","MA_10372232g0030"
"1360","MA_10432035g0010"
"1361","MA_10189662g0010"
"1362","MA_141445g0010"
"1363","MA_217488g0010"
"1364","MA_54771g0010"
"1365","MA_68925g0010"
"1366","MA_93134g0010"
"1367","MA_131460g0010"
"1368","MA_161032g0010"
"1369","MA_8638132g0010"
"1370","MA_128084g0010"
"1371","MA_93206g0010"
"1372","MA_11461g0010"
"1373","MA_10431340g0010"
"1374","MA_954466g0010"
"1375","MA_109119g0010"
"1376","MA_10430422g0010"
"1377","MA_1209g0010"
"1378","MA_13328g0010"
"1379","MA_10426747g0020"
"1380","MA_10427170g0010"
"1381","MA_141785g0010"
"1382","MA_926447g0010"
"1383","MA_10429673g0010"
"1384","MA_9550320g0010"
"1385","MA_16445g0010"
"1386","MA_10431861g0010"
"1387","MA_102057g0010"
"1388","MA_10241326g0010"
"1389","MA_100379g0010"
"1390","MA_5859416g0010"
"1391","MA_9159456g0010"
"1392","MA_164099g0010"
"1393","MA_10435071g0010"
"1394","MA_10436415g0010"
"1395","MA_15415g0010"
"1396","MA_10345232g0010"
"1397","MA_10215954g0010"
"1398","MA_10293g0010"
"1399","MA_10426807g0010"
"1400","MA_10427476g0010"
"1401","MA_139640g0010"
"1402","MA_20554g0010"
"1403","MA_47367g0010"
"1404","MA_61335g0010"
"1405","MA_985g0020"
"1406","MA_10423744g0010"
"1407","MA_10433295g0010"
"1408","MA_10434038g0020"
"1409","MA_32980g0010"
"1410","MA_64687g0010"
"1411","MA_616616g0010"
"1412","MA_141075g0010"
"1413","MA_107903g0010"
"1414","MA_1918g0010"
"1415","MA_138223g0010"
"1416","MA_10428063g0030"
"1417","MA_10433158g0010"
"1418","MA_17525g0010"
"1419","MA_33207g0010"
"1420","MA_9795279g0010"
"1421","MA_10430487g0010"
"1422","MA_10435080g0010"
"1423","MA_10437203g0020"
"1424","MA_818610g0010"
"1425","MA_129444g0010"
"1426","MA_10115609g0010"
"1427","MA_207070g0010"
"1428","MA_129986g0010"
"1429","MA_15311g0010"
"1430","MA_19380g0010"
"1431","MA_649817g0010"
"1432","MA_831562g0010"
"1433","MA_5644g0010"
"1434","MA_63061g0010"
"1435","MA_18076g0010"
"1436","MA_10428988g0010"
"1437","MA_13536g0010"
"1438","MA_10430965g0010"
"1439","MA_57399g0020"
"1440","MA_9966741g0010"
"1441","MA_10434309g0010"
"1442","MA_116775g0010"
"1443","MA_10437257g0040"
"1444","MA_18616g0010"
"1445","MA_68171g0010"
"1446","MA_85007g0010"
"1447","MA_9267g0020"
"1448","MA_10427872g0010"
"1449","MA_369429g0010"
"1450","MA_9708841g0010"
"1451","MA_10427879g0010"
"1452","MA_9814340g0010"
"1453","MA_45356g0010"
"1454","MA_865616g0010"
"1455","MA_1065g0010"
"1456","MA_916238g0010"
"1457","MA_10435234g0010"
"1458","MA_18058g0010"
"1459","MA_455989g0010"
"1460","MA_17339g0010"
"1461","MA_25298g0010"
"1462","MA_10426989g0010"
"1463","MA_217947g0010"
"1464","MA_453825g0010"
"1465","MA_10221445g0010"
"1466","MA_9972562g0010"
"1467","MA_10055565g0010"
"1468","MA_10156251g0010"
"1469","MA_418947g0010"
"1470","MA_9356g0010"
"1471","MA_8403328g0010"
"1472","MA_103559g0010"
"1473","MA_31335g0010"
"1474","MA_126021g0010"
"1475","MA_97988g0010"
"1476","MA_10436729g0020"
"1477","MA_8524117g0010"
"1478","MA_81581g0010"
"1479","MA_11165g0010"
"1480","MA_19741g0010"
"1481","MA_10433050g0010"
"1482","MA_10435627g0010"
"1483","MA_33275g0010"
"1484","MA_388912g0010"
"1485","MA_8022386g0010"
"1486","MA_217941g0010"
"1487","MA_869337g0010"
"1488","MA_10436927g0010"
"1489","MA_189052g0010"
"1490","MA_10432514g0010"
"1491","MA_927736g0010"
"1492","MA_947346g0010"
"1493","MA_99608g0020"
"1494","MA_8767733g0010"
"1495","MA_9514603g0010"
"1496","MA_18317g0010"
"1497","MA_12301g0010"
"1498","MA_489006g0010"
"1499","MA_10310g0010"
"1500","MA_10428377g0020"
"1501","MA_557825g0010"
"1502","MA_124056g0010"
"1503","MA_14534g0010"
"1504","MA_63450g0010"
"1505","MA_8687g0010"
"1506","MA_136863g0010"
"1507","MA_163659g0010"
"1508","MA_89872g0010"
"1509","MA_9722589g0010"
"1510","MA_38294g0010"
"1511","MA_9839901g0010"
"1512","MA_59211g0010"
"1513","MA_890631g0010"
"1514","MA_12364g0010"
"1515","MA_18397g0010"
"1516","MA_9449810g0010"
"1517","MA_98882g0010"
"1518","MA_18685g0010"
"1519","MA_8212846g0010"
"1520","MA_84241g0010"
"1521","MA_10434648g0010"
"1522","MA_90792g0010"
"1523","MA_10433294g0010"
"1524","MA_100300g0010"
"1525","MA_139155g0010"
"1526","MA_15580g0010"
"1527","MA_8472755g0010"
"1528","MA_13787g0010"
"1529","MA_10426802g0010"
"1530","MA_10429280g0010"
"1531","MA_22150g0010"
"1532","MA_83018g0020"
"1533","MA_191671g0010"
"1534","MA_18398g0030"
"1535","MA_28828g0010"
"1536","MA_10430383g0010"
"1537","MA_70143g0010"
"1538","MA_61108g0010"
"1539","MA_26585g0010"
"1540","MA_42044g0010"
"1541","MA_716242g0010"
"1542","MA_771456g0010"
"1543","MA_45158g0010"
"1544","MA_15683g0010"
"1545","MA_87001g0010"
"1546","MA_10436060g0010"
"1547","MA_74620g0010"
"1548","MA_10432802g0010"
"1549","MA_10436597g0010"
"1550","MA_12854g0010"
"1551","MA_178036g0010"
"1552","MA_91475g0010"
"1553","MA_10434784g0020"
"1554","MA_10436800g0010"
"1555","MA_10426033g0010"
"1556","MA_10432402g0010"
"1557","MA_10428427g0010"
"1558","MA_10433400g0010"
"1559","MA_10436282g0010"
"1560","MA_109104g0010"
"1561","MA_169329g0010"
"1562","MA_42230g0010"
"1563","MA_577287g0010"
"1564","MA_677088g0010"
"1565","MA_10432176g0020"
"1566","MA_90341g0010"
"1567","MA_106032g0010"
"1568","MA_343126g0010"
"1569","MA_6771199g0010"
"1570","MA_17429g0010"
"1571","MA_10428528g0010"
"1572","MA_111671g0010"
"1573","MA_10326571g0010"
"1574","MA_2611822g0010"
"1575","MA_7719772g0010"
"1576","MA_10214089g0010"
"1577","MA_7947g0030"
"1578","MA_9425979g0010"
"1579","MA_9874812g0010"
"1580","MA_9554730g0010"
"1581","MA_52055g0010"
"1582","MA_68697g0010"
"1583","MA_100739g0010"
"1584","MA_10432928g0010"
"1585","MA_20251g0010"
"1586","MA_99242g0010"
"1587","MA_10426240g0010"
"1588","MA_123750g0010"
"1589","MA_10436679g0010"
"1590","MA_4028g0010"
"1591","MA_112952g0010"
"1592","MA_234203g0010"
"1593","MA_68521g0010"
"1594","MA_10434461g0040"
"1595","MA_184047g0010"
"1596","MA_90243g0010"
"1597","MA_393147g0010"
"1598","MA_117703g0010"
"1599","MA_41068g0020"
"1600","MA_53054g0010"
"1601","MA_130652g0010"
"1602","MA_24661g0010"
"1603","MA_64313g0010"
"1604","MA_8757791g0010"
"1605","MA_7831710g0010"
"1606","MA_529552g0010"
"1607","MA_10426778g0020"
"1608","MA_103920g0010"
"1609","MA_10427965g0010"
"1610","MA_10430873g0010"
"1611","MA_69077g0010"
"1612","MA_960330g0010"
"1613","MA_10382669g0010"
"1614","MA_212053g0010"
"1615","MA_345406g0010"
"1616","MA_9494118g0010"
"1617","MA_74570g0010"
"1618","MA_10436605g0010"
"1619","MA_10436890g0010"
"1620","MA_31242g0010"
"1621","MA_6875874g0010"
"1622","MA_6120485g0010"
"1623","MA_10425891g0010"
"1624","MA_10428838g0010"
"1625","MA_10436242g0020"
"1626","MA_784139g0010"
"1627","MA_8730916g0010"
"1628","MA_925355g0010"
"1629","MA_117292g0010"
"1630","MA_10266265g0010"
"1631","MA_135670g0010"
"1632","MA_17527g0010"
"1633","MA_4965g0010"
"1634","MA_70509g0010"
"1635","MA_9004942g0010"
"1636","MA_10435779g0020"
"1637","MA_167437g0010"
"1638","MA_84366g0010"
"1639","MA_94437g0010"
"1640","MA_10425915g0010"
"1641","MA_10437183g0010"
"1642","MA_195978g0010"
"1643","MA_503454g0010"
"1644","MA_10426583g0010"
"1645","MA_4577g0010"
"1646","MA_21662g0010"
"1647","MA_42830g0010"
"1648","MA_10435862g0010"
"1649","MA_13694g0010"
"1650","MA_224412g0010"
"1651","MA_10429894g0010"
"1652","MA_45150g0010"
"1653","MA_9484605g0010"
"1654","MA_10430676g0010"
"1655","MA_156194g0020"
"1656","MA_10432939g0010"
"1657","MA_10426700g0010"
"1658","MA_516171g0010"
"1659","MA_876548g0010"
"1660","MA_251894g0010"
"1661","MA_55505g0010"
"1662","MA_10427032g0010"
"1663","MA_10437146g0020"
"1664","MA_473g0010"
"1665","MA_621260g0010"
"1666","MA_7289g0010"
"1667","MA_16450g0010"
"1668","MA_114817g0010"
"1669","MA_10436477g0020"
"1670","MA_24895g0010"
"1671","MA_8902028g0010"
"1672","MA_4617227g0010"
"1673","MA_735811g0010"
"1674","MA_48841g0010"
"1675","MA_1548g0010"
"1676","MA_39321g0010"
"1677","MA_118371g0010"
"1678","MA_897588g0010"
"1679","MA_10432072g0010"
"1680","MA_112555g0010"
"1681","MA_962778g0010"
"1682","MA_11159g0010"
"1683","MA_8882769g0010"
"1684","MA_10432433g0020"
"1685","MA_21580g0010"
"1686","MA_483455g0010"
"1687","MA_5968823g0010"
"1688","MA_9567992g0010"
"1689","MA_10295379g0010"
"1690","MA_167388g0010"
"1691","MA_10434226g0010"
"1692","MA_47548g0010"
"1693","MA_9860344g0010"
"1694","MA_38g0010"
"1695","MA_9462140g0010"
"1696","MA_178480g0010"
"1697","MA_140700g0010"
"1698","MA_10426630g0010"
"1699","MA_10434733g0010"
"1700","MA_121428g0010"
"1701","MA_134078g0010"
"1702","MA_780420g0010"
"1703","MA_10318227g0010"
"1704","MA_382984g0010"
"1705","MA_59109g0010"
"1706","MA_10429422g0010"
"1707","MA_123478g0010"
"1708","MA_62360g0010"
"1709","MA_10436384g0010"
"1710","MA_10428487g0010"
"1711","MA_2314g0010"
"1712","MA_10429775g0010"
"1713","MA_118288g0010"
"1714","MA_1773g0010"
"1715","MA_10433453g0010"
"1716","MA_29400g0010"
"1717","MA_10427888g0010"
"1718","MA_90307g0010"
"1719","MA_2697410g0010"
"1720","MA_10428006g0030"
"1721","MA_475176g0010"
"1722","MA_8532241g0010"
"1723","MA_62820g0020"
"1724","MA_10435083g0010"
"1725","MA_10015466g0020"
"1726","MA_69383g0010"
"1727","MA_83430g0010"
"1728","MA_8203198g0010"
"1729","MA_10428037g0010"
"1730","MA_14543g0010"
"1731","MA_10390746g0020"
"1732","MA_93200g0020"
"1733","MA_10176172g0010"
"1734","MA_85603g0010"
"1735","MA_5699182g0010"
"1736","MA_134292g0010"
"1737","MA_10436101g0020"
"1738","MA_10888g0010"
"1739","MA_24774g0010"
"1740","MA_847283g0010"
"1741","MA_10431577g0010"
"1742","MA_25569g0020"
"1743","MA_118030g0010"
"1744","MA_101107g0010"
"1745","MA_102570g0010"
"1746","MA_10025722g0010"
"1747","MA_10430689g0020"
"1748","MA_10435775g0010"
"1749","MA_9373163g0010"
"1750","MA_10431263g0010"
"1751","MA_10431810g0010"
"1752","MA_20260g0010"
"1753","MA_30179g0010"
"1754","MA_10432974g0010"
"1755","MA_10436098g0020"
"1756","MA_19948g0010"
"1757","MA_203641g0010"
"1758","MA_31518g0010"
"1759","MA_8661271g0010"
"1760","MA_77269g0010"
"1761","MA_88541g0010"
"1762","MA_71816g0010"
"1763","MA_913013g0020"
"1764","MA_10426537g0020"
"1765","MA_10159942g0010"
"1766","MA_8846747g0010"
"1767","MA_9143g0010"
"1768","MA_10220333g0010"
"1769","MA_10385181g0010"
"1770","MA_10426057g0010"
"1771","MA_10432151g0010"
"1772","MA_16141g0020"
"1773","MA_17853g0010"
"1774","MA_428227g0010"
"1775","MA_93797g0010"
"1776","MA_444244g0010"
"1777","MA_18794g0010"
"1778","MA_10434996g0020"
"1779","MA_20446g0010"
"1780","MA_10429870g0020"
"1781","MA_1006495g0010"
"1782","MA_10435880g0020"
"1783","MA_106166g0010"
"1784","MA_118342g0010"
"1785","MA_16730g0010"
"1786","MA_38571g0010"
"1787","MA_7326795g0010"
"1788","MA_8574220g0010"
"1789","MA_172163g0010"
"1790","MA_475954g0020"
"1791","MA_10426289g0020"
"1792","MA_10430795g0010"
"1793","MA_17548g0010"
"1794","MA_57173g0030"
"1795","MA_197089g0010"
"1796","MA_6738758g0010"
"1797","MA_7007329g0010"
"1798","MA_75222g0010"
"1799","MA_10124165g0020"
"1800","MA_7993g0010"
"1801","MA_10427943g0010"
"1802","MA_22760g0010"
"1803","MA_10429684g0010"
"1804","MA_100150g0010"
"1805","MA_10293408g0010"
"1806","MA_285162g0010"
"1807","MA_139448g0010"
"1808","MA_10436482g0010"
"1809","MA_10436551g0010"
"1810","MA_175946g0010"
"1811","MA_10373780g0020"
"1812","MA_10427227g0050"
"1813","MA_10436888g0010"
"1814","MA_33471g0010"
"1815","MA_9180719g0010"
"1816","MA_509169g0010"
"1817","MA_786911g0010"
"1818","MA_4349g0020"
"1819","MA_10435304g0020"
"1820","MA_923946g0010"
"1821","MA_7010g0010"
"1822","MA_10427895g0010"
"1823","MA_10430651g0010"
"1824","MA_10430982g0010"
"1825","MA_8565294g0010"
"1826","MA_10428441g0010"
"1827","MA_10286324g0010"
"1828","MA_79041g0010"
"1829","MA_9736731g0010"
"1830","MA_10430811g0010"
"1831","MA_10431912g0010"
"1832","MA_2181622g0010"
"1833","MA_10038541g0010"
"1834","MA_123831g0010"
"1835","MA_699589g0010"
"1836","MA_351325g0010"
"1837","MA_10018366g0010"
"1838","MA_10432946g0010"
"1839","MA_108165g0010"
"1840","MA_10429304g0010"
"1841","MA_140268g0010"
"1842","MA_10090g0010"
"1843","MA_10428240g0010"
"1844","MA_10432269g0010"
"1845","MA_13141g0010"
"1846","MA_304466g0010"
"1847","MA_961150g0010"
"1848","MA_97021g0010"
"1849","MA_9839339g0010"
"1850","MA_10433346g0010"
"1851","MA_10435595g0020"
"1852","MA_110581g0010"
"1853","MA_12242g0010"
"1854","MA_29469g0010"
"1855","MA_35014g0010"
"1856","MA_10432591g0010"
"1857","MA_1111171g0010"
"1858","MA_348135g0010"
"1859","MA_44565g0010"
"1860","MA_6196222g0010"
"1861","MA_10433284g0010"
"1862","MA_10428919g0010"
"1863","MA_10430307g0010"
"1864","MA_87543g0010"
"1865","MA_1763g0010"
"1866","MA_407879g0010"
"1867","MA_10306247g0010"
"1868","MA_98546g0010"
"1869","MA_59480g0010"
"1870","MA_8281887g0010"
"1871","MA_10271g0010"
"1872","MA_24271g0020"
"1873","MA_900268g0010"
"1874","MA_10430507g0020"
"1875","MA_446865g0010"
"1876","MA_12651g0010"
"1877","MA_36432g0010"
"1878","MA_97773g0010"
"1879","MA_27422g0020"
"1880","MA_10436702g0010"
"1881","MA_10426234g0010"
"1882","MA_10436269g0010"
"1883","MA_1481g0010"
"1884","MA_158497g0010"
"1885","MA_10426186g0010"
"1886","MA_141946g0010"
"1887","MA_137185g0010"
"1888","MA_19853g0010"
"1889","MA_44602g0010"
"1890","MA_107207g0010"
"1891","MA_73179g0010"
"1892","MA_103500g0020"
"1893","MA_10436841g0010"
"1894","MA_173651g0010"
"1895","MA_10425957g0010"
"1896","MA_114573g0010"
"1897","MA_189017g0010"
"1898","MA_8631713g0010"
"1899","MA_24338g0010"
"1900","MA_867509g0010"
"1901","MA_10430934g0010"
"1902","MA_183768g0010"
"1903","MA_10429303g0020"
"1904","MA_10195746g0010"
"1905","MA_10432831g0010"
"1906","MA_10434042g0010"
